StudentID,Student_Name,Have_Speaking_Skill?,Have_Leadership_Skill?,Average_Extracurricular_Activity_Marks,Average_Subject_Marks,Average_Group_Work_Marks,Favourite_Sports,Favourite_Hobby,Have_Presentation_Skill?,Gender,Friends,Favourite_Subject,Is_Social?,Average_Teacher_Rating_For_Group_Works
988,Reena Raj,Yes,Yes,60.96,72.01,50.02,"['Rugby', 'Netball']",Photography,No,Male,"Raj, Mehta, Mithun",English,Yes,4
989,Sanjana Patel,Yes,No,62.61,67.06,65.36,"['Swimming', 'Basketball']",Dancing,Yes,Male,Desai,Science,Yes,2.5
990,Nalini Mehta,No,Yes,60.58,78.67,67.08,"['Cricket', 'Football']",Cooking,No,Female,"Fernando, Gaurav, Singh",History,Yes,3.3
991,Pooja Gamage,Yes,No,71.34,69.15,62.89,"['Volleyball', 'Rugby']",Photography,Yes,Female,"Mehta, Singh",Art,Yes,4.1
992,Sneha Kapoor,No,Yes,68.29,74.89,69.61,"['Volleyball', 'Rugby']",Photography,Yes,Male,"Rohan, Kapoor",English,Yes,2.9
993,Aditya Sharma,Yes,No,70.98,83.37,55.2,"['Football', 'Swimming']",Music,No,Male,"Rohan, Neha",Art,Yes,2.7
994,Karan Desai,Yes,No,51.83,83.73,69.52,"['Netball', 'Cricket']",Cooking,No,Male,"Singh, Kunal",Science,No,2.9
995,Karan Mehta,Yes,Yes,56.28,79.93,67.38,"['Netball', 'Basketball']",Gardening,No,Female,Riya,History,Yes,3.9
996,Arun Patel,No,Yes,68.36,84.94,71.2,"['Rugby', 'Cricket']",Painting,No,Female,"Rahul, Aman",Maths,No,4.4
997,Vikas Kapoor,No,No,64.09,71.15,51.92,['Rugby'],Gardening,Yes,Male,Arjun,History,No,4.8
998,Aakash Gamage,No,No,64.72,84.98,51.27,['Football'],Playing guitar,Yes,Female,Mithun,History,No,4
999,Aditya Patel,No,Yes,55.76,74.28,72.26,['Cricket'],Playing guitar,Yes,Male,Sneha,Science,Yes,4
1000,Shreya Raj,No,Yes,52.57,69.37,70.69,['Basketball'],Cooking,No,Male,Sharma,History,No,3.9
